0,0,'summer', ':(', ':)', 'raining', 'issued', 'soon', 'cdt', 'bring', 'windy', 'sleep', 'edt', 'winds', 'cold', 'hate', 'perfect', 'nws', 'storms', 'sunday', 'better', 'finally', 'air', 'degrees', '4', 'pretty', 'wet', 'enjoying', 'ride', 'hope', 'good', 'hit', 'watching', 'big', 'watch', 'gonna', 'da', 'mention', 'feels', 'sunny', 'world', 'bit', 'day', 'cool', 'county', 'school', 'clouds', 'd', 'cloudy', 'morning', 'bad', 'night', 'gotta', 'enjoy', 'fair', 'people', 'fucking', 'house', 'national', 'yeah', 'hail', 'year', 'home', '80', 'humidity', 'stop', 'saturday', 'best', 'sun', 'wow', 'forecast', 'current', '3', 'smh', 'conditions', 'supposed', 'ass', 'aint', 'run', '10', 'degree', 'friday', 'yesterday', 'water', 'southeast', 'news', '100', 'change', 'wait', 'dry', 'great', 'ok', 'getting', 'god', 'days', 'amazing', 'chilly', 'afternoon', 'w', 'joplin', 'wanna', 'south', 'gorgeous', 'already', 'love', 'feel', '70', 'walk', 'down', 'weather', 'lol', 'open', 'tomorrow', 'city', 'long', 'service', 'area', 'west', 'due', 'been', 'start', 'live', '2', 'damn', 'storm', 'spring', 'lovely', 'today', 'happy', 'expiring', 'life', 'north', 'season', 'sunshine', 'park', 'c', 'heat', 'warm', '90', 'glad', 'high', 'east', 'temp', 'f', 'car', 'inside', 'work', 'bed', 'n', 'texas', 'fun', 'making', 'pm', 'didnt', 'beautiful', 'crazy', 'san', 'awesome', 'fuck', 'tonight', 'cant', 'warning', 'showers', 'ready', 'partly', 'check', 'shit', 'rainy', 'end', 'winter', 'snow', '1', 'loving', 'hot', '5', 'skies', 'beach', 'channel', 'nice', 'week', 'monday', 'tornado', 'freezing', 'thunderstorm', 'rain', 'stay', 'chance', 'moving', 'mph', 'coming', 'thunder', 'weekend', 'pool', 'man', 'e', 'game', 'severe', 'time', 'haha', 'thunderstorms', 'wind', 'fb'
12,0,'summer', ':(', ':)', 'raining', 'issued', 'soon', 'cdt', 'bring', 'windy', 'sleep', 'edt', 'winds', 'todays', 'cold', 'hate', 'perfect', 'nws', 'storms', 'sunday', 'better', 'finally', 'air', 'degrees', '4', 'pretty', 'wet', 'enjoying', '2011', 'hope', 'southwest', 'good', 'hit', 'watching', 'big', 'safe', 'watch', 'gonna', 'mention', 'feels', 'sunny', 'world', 'bit', 'day', 'cool', 'county', 'school', 'clouds', 'd', 'cloudy', 'morning', 'bad', 'night', 'gotta', 'enjoy', 'fair', 'people', 'spring', 'national', 'yeah', 'hail', 'year', 'home', '80', 'humidity', 'stop', 'saturday', 'best', 'sun', 'wow', 'forecast', 'current', '3', 'smh', 'conditions', 'supposed', 'ass', 'aint', 'run', '10', 'friday', 'yesterday', 'southeast', 'news', 'change', 'wait', 'dry', 'c', 'ok', 'getting', '00mph', 'god', 'days', 'amazing', 'chilly', 'afternoon', 'w', 'joplin', 'wanna', 'south', 'gorgeous', 'already', 'love', 'feel', '70', 'walk', 'down', 'weather', 'lol', 'open', 'tomorrow', 'city', 'long', 'service', 'area', 'west', 'due', 'been', 'start', 'live', '2', 'damn', 'storm', 'house', 'lovely', 'today', 'happy', 'expiring', 'life', 'north', 'season', 'sunshine', 'park', 'great', 'heat', 'warm', 'glad', 'high', 'east', 'temp', 'f', 'ride', 'work', 'sucks', 'bed', 'n', 'evening', 'texas', 'fun', 'making', 'pm', 'didnt', 'beautiful', 'crazy', 'san', 'awesome', 'fuck', 'tonight', 'cant', 'warning', 'showers', 'ready', 'partly', 'seattle', 'check', 'shit', 'rainy', 'end', 'winter', 'snow', '1', 'loving', 'hot', '5', 'skies', 'beach', 'channel', 'nice', 'week', 'monday', 'tornado', 'freezing', 'time', 'thunderstorm', 'rain', 'stay', 'chance', 'moving', 'mph', 'coming', 'weekend', 'man', 'e', 'clear', 'game', 'severe', 'thunder', 'haha', 'thunderstorms', 'wind', 'fb'
12,1,'summer', 'ugh', ':(', ':)', 'sooo', 'soon', 'sleep', 'humid', 'cold', 'hate', '75', 'aint', 'cuz', 'better', 'to', 'finally', 'n', 'degrees', '4', 'pretty', 'bout', 'freaking', 'hope', 'wearing', 'good', 'hit', 'yo', 'sitting', 'sunny', 'fridge', 'gonna', 'wave', 'mention', 'feels', 'b', 'bit', 'ppl', 'day', 'cool', 'school', 'd', 'girl', 'gettin', 'humidity', 'leave', 'bad', 'stupid', 'night', 'gotta', 'yall', 'bitch', 'enjoy', 'nigga', 'people', 'fucking', 'house', 'yeah', 'boots', 'hair', '88', 'warmer', 'year', 'home', '80', 'morning', '87', '84', '85', '90s', 'sun', 'wow', 'ice', 'forecast', '3', 'smh', 'supposed', 'ass', 'perfect', 'run', '10', 'degree', 'spring', 'friday', 'water', 'wear', 'wtf', 'put', '100', 'super', 'wait', 'great', 'lol', 'ok', 'getting', 'god', 'clothes', 'florida', 'days', 'o', 'side', 'turn', 'sweat', 'dis', 'wanna', 'fuckin', 'already', 'love', 'feel', 'coming', 'crazy', 'soo', 'walk', 'down', 'weather', 'done', 'long', 'open', 'tomorrow', 'sweating', 'city', 'guess', 'omg', 'working', 'live', 'window', 'been', 'start', 'beer', '2', 'damn', 'lmao', 'black', 'today', 'pm', 'holy', 'shorts', 'haha', 'freezing', '98', 'heat', 'warm', '91', '90', '93', '92', '95', '94', 'glad', '96', 'tonight', 'balls', 'room', 'temp', 'f', 'car', 'inside', 'work', 'air', 'shower', 'texas', 'fun', 'happy', 'didnt', 'beautiful', 'ac', 'hotter', 'af', 'almost', 'awesome', 'fuck', 'high', 'cant', 'ready', 'az', 'check', 'shit', 'winter', 'complaining', 'naked', 'snow', 'hot', 'best', 'beach', 'nice', 'week', 'heatwave', 'yesterday', 'rain', 'stay', 'running', '70', 'da', 'weekend', 'pool', 'man', 'tho', 'vegas', 'south', 'time', 'wind'
13,0,'summer', ':(', ':)', 'raining', 'issued', 'soon', 'cdt', 'bring', 'windy', 'sleep', 'edt', 'winds', 'cold', 'hate', 'perfect', 'nws', 'storms', 'sunday', 'better', 'finally', 'air', 'degrees', '4', 'pretty', 'wet', 'bout', 'enjoying', 'ride', 'hope', 'good', 'hit', 'watching', 'big', 'watch', 'mph', 'da', 'mention', 'feels', 'sunny', 'world', 'bit', 'day', 'cool', 'county', 'school', 'clouds', 'd', 'cloudy', 'morning', 'bad', 'night', 'gotta', 'enjoy', 'fair', 'people', 'fucking', 'house', 'national', 'yeah', 'hail', 'year', 'home', '80', 'humidity', 'stop', 'saturday', 'best', 'sun', 'wow', 'forecast', 'current', '3', 'smh', 'conditions', 'supposed', 'ass', 'aint', 'run', '10', 'degree', 'friday', 'yesterday', 'water', 'wear', 'news', '100', 'change', 'wait', 'dry', 'great', 'ok', 'getting', 'god', 'days', 'amazing', 'chilly', 'afternoon', 'w', 'joplin', 'wanna', 'south', 'gorgeous', 'already', 'love', 'feel', '70', 'walk', 'down', 'weather', 'lol', 'open', 'tomorrow', 'city', 'long', 'service', 'area', 'west', 'due', 'been', 'start', 'live', '2', 'damn', 'storm', 'spring', 'lovely', 'today', 'happy', 'expiring', 'life', 'north', 'season', 'sunshine', 'haha', 'c', 'heat', 'warm', '90', 'glad', 'high', 'east', 'f', 'car', 'inside', 'work', 'bed', 'n', 'evening', 'texas', 'fun', 'making', 'pm', 'didnt', 'beautiful', 'crazy', 'san', 'park', 'awesome', 'fuck', 'tonight', 'cant', 'warning', 'showers', 'ready', 'partly', 'check', 'shit', 'rainy', 'end', 'winter', 'snow', '1', 'loving', 'hot', '5', 'skies', 'beach', 'channel', 'nice', 'week', 'monday', 'tornado', 'freezing', 'thunderstorm', 'rain', 'stay', 'chance', 'moving', 'gonna', 'coming', 'thunder', 'weekend', 'pool', 'man', 'game', 'severe', 'time', 'thunderstorms', 'wind', 'fb'
13,1,'summer', '2980', 'humid', ':)', '2964', 'humidity', 'fhum', 'winds', '2984', 'hate', '770f', 'northeast', '127mph', 'hope', '0', 'advisories', 'degrees', '4', 'east', '530f', 'southwest', 'blonoweather', 'good', 'holy', '7', 'ene', '69mph', '550f', '49f', 'mph', 'mention', 'feels', 'press', '184mph', 'day', 'cool', '2998', '2999', '54f', '2990', 'gust', '2992', '2993', '2994', '2995', '2996', 'morning', '600f', 'p', 'bad', '730f', 'wsw', '2991', 'nw', 'mention30', '3000', '3003', 'spring', '115mph', '790f', 'hair', 'nm', '80', 'air', 'mention00', 'baro', '03', '00', '2988', 'anthem', '2981', '81mph', 'wind00', '2986', '2985', '51f', 'current', '540f', '1253', '46mph', '650f', '690f', '560f', 'run', '53f', '35mph', '670f', 'southeast', 'gardner', 'rain000', '100', 'tatum', 'wx', 'dry', 'c', 'g', 'pressure', '00mph', '630f', 'florida', 'cltwx', 's', '60f', 'houston', 'w', '150mph', 'south', 'love', 'feel', '453', '510f', '456', '700f', '3004', 'weather', '3001', 'been', '63f', '3002', '680f', '253', '46f', 'mb', '853', 'west', '740f', 'lol', '2', '640f', '653', 'today', 'pm', '753', 'north', '58mph', '660f', 'hum', 'haha', 'great', '99', 'heat', 'warm', '62f', '90', '24hr', '58f', '620f', 'temp', 'f', '92mph', '2976', 'n', '104mph', 'pres', '570f', '153', '710f', '520f', '48f', '556', '553', 'sticky', 'high', 'cant', 'home', 'az', '61f', '756', '750f', '1053', 'inches', '138mph', '953', 'alerts', '956', 'hot', '5', 'northwest', 'nice', '52f', 'rain', 'fb', '000', '1153', 'variable', 'data', '2977', '2975', 'muggy', '2997', 'e', 'overcast', 'm', 'mphwindchill', '353', 'wind', 'time', '610f', '720f', 'se'
14,0,'summer', ':(', ':)', 'raining', 'issued', 'soon', 'cdt', 'bring', 'windy', 'sleep', 'edt', 'winds', 'cold', 'hate', 'perfect', 'nws', 'storms', 'sunday', 'better', 'finally', 'air', 'degrees', '4', 'pretty', 'wet', 'enjoying', 'ride', 'hope', 'good', 'hit', 'watching', 'big', 'watch', 'gonna', 'da', 'mention', 'feels', 'sunny', 'world', 'bit', 'day', 'cool', 'county', 'school', 'clouds', 'd', 'cloudy', 'morning', 'bad', 'night', 'inside', 'enjoy', 'fair', 'people', 'fucking', 'house', 'national', 'yeah', 'hail', 'year', 'home', '80', 'humidity', 'stop', 'saturday', 'best', 'sun', 'wow', 'forecast', 'current', '3', 'smh', 'conditions', 'supposed', 'ass', 'aint', 'run', '10', 'degree', 'friday', 'yesterday', 'water', 'southeast', 'wear', 'news', '100', 'change', 'wait', 'dry', 'great', 'ok', 'getting', 'god', 'days', 'amazing', 'chilly', 'afternoon', 'w', 'joplin', 'wanna', 'south', 'gorgeous', 'already', 'love', 'feel', '70', 'walk', 'down', 'weather', 'lol', 'open', 'tomorrow', 'city', 'long', 'service', 'area', 'west', 'due', 'been', 'start', 'live', '2', 'damn', 'storm', 'spring', 'lovely', 'today', 'pm', 'expiring', 'life', 'north', 'sunshine', 'haha', 'c', 'heat', 'warm', '90', 'glad', 'high', 'east', 'temp', 'f', 'car', 'gotta', 'work', 'bed', 'n', 'texas', 'fun', 'making', 'happy', 'didnt', 'beautiful', 'crazy', 'san', 'park', 'awesome', 'fuck', 'tonight', 'cant', 'warning', 'showers', 'ready', 'partly', 'check', 'shit', 'rainy', 'end', 'winter', 'snow', '1', 'loving', 'hot', '5', 'skies', 'beach', 'channel', 'nice', 'week', 'monday', 'tornado', 'freezing', 'thunderstorm', 'rain', 'stay', 'chance', 'moving', 'mph', 'coming', 'thunder', 'weekend', 'pool', 'man', 'e', 'game', 'severe', 'time', 'thunderstorms', 'wind', 'fb'
14,1,'summer', 'todays', 'trackhurricanes', 'office', 'houston', 'hurricane', 'outlook', 'noaa', 'sleet', 'scientist', 'tours', 'predicts', 'tough', 'yes', 'find', 'issues', 'swag', 'cut', 'gulf', 'situations', 'tweet', 'sky', 'betsy', 'window', 'thisishell', 'pplthey', 'weeks', '2011', 'earthquakes', 'hope', 'scheduled', '11', 'updated', 'worse', 'emergency', 'government', 'stormrelated', 'safe', 'sunny', 'coast', 'resembling', 'weatherdown', 'tatted', 'updates', 'satellites', 'world', 'stroll', 'sucked', 'tropicalweather', 'miami', 'floods', 'university', 'morning', 'safest', 'bad', 'stuff', 'predicted', 'team', 'responsemy', 'people', 'national', 'prediction', 'hail', 'video', 'year', '04w', 'home', 'special', 'category', 'twoat', 'federal', 'sunsentinelcom', 'crucial', 'forecast', '3', 'safety', 'cyclone', 'gop', 'safei', 'shut', 'tornados', 'southwes', 'predicting', 'rain', 'news', 'super', 'scary', 'great', 'ok', 'prepare', 'yup', 'florida', 'place', 'raleigh', 'w', 'residents', 'south', 'major', 'love', 'point', 'app', 'waves', 'stormfest', 'hey', 'prepares', 'preparedness', 'weather', 'rehearsed', 'size', 'story', 'service', 'stuck', 'senile', 'west', 'wzvn', 'predictions', 'been', 'tropical', 'start', '2', 'storm', '6', 'prep', 'today', 'pm', 'wontbotherhangingwashingout', 'sharing', 'releases', 'rescue', 'season', 'wmbf', 'strikes', 'atlantic', 'hurricanes', 'songda', 'rooftoproofingcom', 'shit', 'sailing', 'inside', 'tree', 'tropicalupdate', 'um', 'sudden', 'stories', 'starts', 'guide', 'rings', 'va', 'yh', 'predict', 'tests', 'states', 'warning', 'reviewing', 'pisces', 'ready', 'station', 'worry', 'sat', 'tornadoes', 'recovery', 'watching', 'snow', 'saffirsimpson', '1', 'sound', 'run', 'strange', 'witness', 'tim39s', '9', 'week', 'product', 'warnings', 'stop', 'june', 'looming', 'prepared', 'town', 'wrong', 'plan', 'plenty', 'coming', 'fierce', 'tracking', 'center', 'rogers', 'average', 'whnt', 'regularly', 'st', 'severe', 'forecasters', 'time', 'snarky', 'typhoon', 'rebuilding', 'wilma', 'thunderstorms', 'talk'
15,0,'summer', ':(', ':)', 'raining', 'issued', 'soon', 'tornadoes', 'cdt', 'bring', 'windy', 'sleep', 'edt', 'winds', 'cold', 'hate', 'perfect', 'nws', 'storms', 'sunday', 'better', 'finally', 'air', 'degrees', '4', 'pretty', 'wet', 'bout', 'east', 'hope', 'southwest', 'good', 'hit', 'watching', 'big', 'watch', 'gonna', 'early', 'mention', 'feels', 'world', 'bit', 'day', 'cool', 'county', 'school', 'clouds', 'd', 'tstorm', 'cloudy', 'morning', 'bad', 'night', 'enjoy', 'fair', 'people', 'fucking', 'house', 'national', 'yeah', 'hail', 'hair', 'warmer', 'year', 'home', '80', 'humidity', 'saturday', 'best', 'sun', 'wow', 'forecast', 'current', '3', 'smh', 'conditions', 'supposed', 'ass', 'aint', 'run', '10', 'degree', 'friday', 'yesterday', 'water', 'southeast', 'wear', 'news', '100', 'counties', 'wait', 'dry', 'c', 'ok', 'getting', 'god', 'days', 'chilly', 'afternoon', 'w', 'joplin', 'wanna', 'south', 'already', 'love', 'feel', '70', 'gusting', 'walk', 'down', 'weather', 'lol', 'tomorrow', 'city', 'long', 'service', 'area', 'west', 'been', 'start', 'live', '2', 'damn', 'storm', 'spring', 'today', 'happy', 'life', 'north', 'season', 'sunshine', 'haha', 'great', 'freezing', 'heat', 'warm', '90', 'high', 'enjoying', 'room', 'temp', 'f', 'car', 'inside', 'work', 'bed', 'n', 'skies', 'fun', 'pm', 'didnt', 'beautiful', 'crazy', 'san', 'af', 'park', 'awesome', 'fuck', 'tonight', 'cant', 'warning', 'showers', 'ready', 'partly', 'texas', 'check', 'shit', 'rainy', 'end', 'winter', 'snow', '1', 'flood', 'hot', '5', 'beach', 'nice', 'week', 'monday', 'tornado', 'sunny', 'time', 'thunderstorm', 'rain', 'stay', 'chance', 'moving', 'mph', 'coming', 'lightning', 'weekend', 'pool', 'man', 'e', 'clear', 'game', 'severe', 'thunder', 'thunderstorms', 'wind', 'fb'
15,1,'summer', 'holds', ':(', ':)', 'nws', 'issued', 'soon', 'cdt', 'bring', 'sleep', 'edt', 'todays', 'cold', 'hate', 'perfect', 'show', 'amazing', 'better', 'to', 'finally', 'bike', 'degrees', '4', 'pretty', 'enjoying', '2011', 'hope', 'real', 'good', 'weathers', 'food', 'big', 'safe', 'watch', 'gonna', 'da', 'mention', 'feels', 'world', 'day', 'cool', 'school', 'd', 'mothers', 'morning', 'bad', 'night', 'gotta', 'enjoy', 'hour', 'fair', 'people', 'fucking', 'spring', 'yeah', 'video', 'year', 'home', 'humidity', 'stop', 'saturday', 'best', 'mood', 'chicago', 'house', 'god', 'forecast', 'current', 'bipolar', 'smh', 'conditions', 'supposed', 'ass', 'aint', 'run', 'friday', 'free', 'yesterday', 'baseball', 'news', 'change', 'wait', 'great', 'feeling', 'ok', 'getting', 'days', 'w', 'west', 'wanna', 'south', 'love', 'family', 'feel', '70', 'walk', 'down', 'pm', 'weather', 'done', 'been', '3', 'open', 'tomorrow', 'golf', 'hoping', 'city', 'guess', 'long', 'service', 'area', 'friends', 'due', 'lol', 'sunday', 'start', 'live', '2', 'damn', 'storm', 'gorgeous', 'music', 'lovely', 'type', 'today', 'happy', 'expiring', 'life', 'north', 'statement', 'shorts', 'season', 'sunshine', 'park', 'crappy', 'warm', 'glad', 'high', 'kind', 'temp', 'f', 'ride', 'work', 'sucks', 'bed', 'n', 'states', 'cuddle', 'texas', 'fun', 'making', 'loving', 'didnt', 'beautiful', 'crazy', 'san', 'awesome', 'fuck', 'tonight', 'cant', ':-)', 'ready', 'wonderful', 'seattle', 'check', 'shit', 'end', 'watching', 'snow', '1', 'hot', '5', 'special', 'sick', 'beach', 'channel', 'nice', 'week', 'play', 'hey', 'monday', 'sunny', 'update', 'rain', 'stay', 'fb', 'mph', 'coming', 'weekend', 'pool', 'man', 'hows', 'shitty', 'game', 'severe', 'patio', 'time', 'haha', 'playing', 'wind'
16,0,'summer', ':(', ':)', 'raining', 'issued', 'soon', 'cdt', 'bring', 'windy', 'sleep', 'edt', 'winds', 'cold', 'hate', 'perfect', 'nws', 'storms', 'sunday', 'better', 'finally', 'air', 'degrees', '4', 'pretty', 'wet', 'enjoying', 'ride', 'hope', 'good', 'hit', 'watching', 'big', 'watch', 'gonna', 'da', 'mention', 'feels', 'sunny', 'world', 'bit', 'day', 'cool', 'county', 'school', 'clouds', 'd', 'cloudy', 'morning', 'bad', 'night', 'gotta', 'enjoy', 'fair', 'people', 'fucking', 'house', 'national', 'yeah', 'hail', 'year', 'home', '80', 'humidity', 'stop', 'saturday', 'best', 'sun', 'wow', 'forecast', 'current', '3', 'smh', 'conditions', 'supposed', 'ass', 'aint', 'run', '10', 'degree', 'friday', 'yesterday', 'water', 'southeast', 'news', '100', 'change', 'wait', 'dry', 'great', 'ok', 'getting', 'god', 'days', 'amazing', 'chilly', 'afternoon', 'w', 'joplin', 'wanna', 'south', 'gorgeous', 'already', 'love', 'feel', '70', 'walk', 'down', 'weather', 'lol', 'open', 'tomorrow', 'city', 'long', 'service', 'area', 'west', 'due', 'been', 'start', 'live', '2', 'damn', 'storm', 'spring', 'lovely', 'today', 'pm', 'expiring', 'life', 'north', 'season', 'sunshine', 'haha', 'c', 'heat', 'warm', '90', 'glad', 'high', 'east', 'temp', 'f', 'car', 'inside', 'work', 'bed', 'n', 'texas', 'fun', 'making', 'happy', 'didnt', 'beautiful', 'crazy', 'san', 'park', 'awesome', 'fuck', 'tonight', 'cant', 'warning', 'showers', 'ready', 'partly', 'check', 'shit', 'rainy', 'end', 'winter', 'snow', '1', 'loving', 'hot', '5', 'skies', 'beach', 'channel', 'nice', 'week', 'monday', 'tornado', 'freezing', 'thunderstorm', 'rain', 'stay', 'chance', 'moving', 'mph', 'coming', 'thunder', 'weekend', 'pool', 'man', 'e', 'game', 'severe', 'time', 'thunderstorms', 'wind', 'fb'
16,1,'summer', 'melty', 'sago', 'show', 'yea', 'photo', 'agreed', 'results', 'making', 'years', 'sleet', 'radar', 'rocked', 'cold', 'windshield', 'hate', 'rescheduling', 'mufuckas', 'web', 'million', 'wyoming', 'storms', 'thana', 'ques', 'degrees', 'money', 'sallisaw', 'weeks', 'east', 'texas', 'regularly', 'good', 'hit', 'watching', 'showing', 'safe', 'watch', 'mention', 'report', 'nasty', 'ppl', 'day', 'sucked', 'melting', 'processes', 'sht', 'lost', 'level', 'signal', 'yield', 'nu', 'travels', 'remind', 'bad', 'piping', 'nashville', 'wannabe', 'yall', 'replacement', 'ridic', 'suess', 'house', 'hail', 'powder', 'sea', 'year', 'trujillo', 'pmsing', 'container', 'lots', 'thunder', 'ice', 'snowice', 'fog', 'closed', 'smh', 'muh', 'ass', 'standing', 'toes', 'power', 'sold', 'pushing', 'mins', 'lmao', 'prolly', 'rain', 'members', 'offset', 'super', 'properties', 'nites', 'search', 'midi', 'yup', 'months', 'pitt', 'pics', 'tour', 'swear', 'passing', 'road', 'wear', 'repair', 'sweet', 'morningkoffie', 'socks', 'son', 'weather', 'long', 'roads', 'message', 'tomorrow', 'size', 'bubbly', 'roofing', 'ridge', 'roofer', 'west', 'pots', 'due', 'lol', 'lyrical', 'start', 'live', '2', 'damn', 'storm', 'spring', 'white', 'weatherscrew', 'whoa', 'today', 'mind', 'gas', 'oregon', 'phone', 'part', 'manhole', 'riding', 'royal', 'tad', 'room', 'temp', 'f', 'solid', 'sucks', 'roof', 'supposed', 'meet', 'problem', 'voice', 'yeahother', 'thwarted', 'stream', 'ran', 'moved', 'twist', 'crystals', 'surge', 'redgage', 'screw', 'nights', 'puzzling', 'means', 'wound', 'snow', 'scrape', '1', 'summit', '5', 'sick', 'online', 'np', 'photography', 'rise', 'okay', 'palms', 'freezing', 'slush', 'leopard', 'yesterday', 'springtime', 'stood', 'lightning', 'winter', 'realized', 'land', 'natural', 'macro', 'dog', 'slushbumpy', 'ocean', 'outhouse', 'nreca', 'shore', 'warm', 'time', 'san', 'talk'
17,0,'summer', ':(', ':)', 'raining', 'issued', 'soon', 'cdt', 'bring', 'windy', 'sleep', 'edt', 'winds', 'cold', 'hate', 'perfect', 'nws', 'storms', 'sunday', 'better', 'finally', 'air', 'degrees', '4', 'pretty', 'wet', 'bout', 'enjoying', 'ride', 'hope', 'good', 'hit', 'watching', 'big', 'watch', 'gonna', 'da', 'mention', 'feels', 'sunny', 'world', 'bit', 'day', 'cool', 'county', 'school', 'clouds', 'd', 'cloudy', 'morning', 'bad', 'night', 'inside', 'enjoy', 'fair', 'people', 'fucking', 'spring', 'national', 'yeah', 'hail', 'year', 'home', '80', 'humidity', 'stop', 'saturday', 'best', 'sun', 'wow', 'forecast', 'current', '3', 'smh', 'conditions', 'supposed', 'ass', 'aint', 'run', '10', 'degree', 'friday', 'yesterday', 'water', 'southeast', 'news', '100', 'change', 'wait', 'dry', 'great', 'ok', 'getting', 'god', 'days', 'amazing', 'chilly', 'afternoon', 'w', 'joplin', 'wanna', 'south', 'gorgeous', 'already', 'love', 'feel', '70', 'walk', 'down', 'weather', 'lol', 'open', 'tomorrow', 'city', 'long', 'service', 'area', 'west', 'due', 'been', 'start', 'live', '2', 'damn', 'storm', 'house', 'lovely', 'today', 'pm', 'life', 'north', 'season', 'sunshine', 'haha', 'c', 'heat', 'warm', '90', 'glad', 'high', 'east', 'temp', 'f', 'car', 'gotta', 'work', 'bed', 'n', 'texas', 'fun', 'making', 'happy', 'didnt', 'beautiful', 'crazy', 'san', 'park', 'awesome', 'fuck', 'tonight', 'cant', 'warning', 'showers', 'ready', 'partly', 'check', 'shit', 'rainy', 'end', 'winter', 'snow', '1', 'loving', 'hot', '5', 'skies', 'beach', 'channel', 'nice', 'week', 'monday', 'tornado', 'freezing', 'thunderstorm', 'rain', 'stay', 'chance', 'moving', 'mph', 'coming', 'thunder', 'weekend', 'pool', 'man', 'e', 'game', 'severe', 'time', 'thunderstorms', 'wind', 'fb'
17,1,'summer', 'nc', ':)', 'nws', 'issued', 'soon', 'cdt', '900pm', 'edt', 'cold', 'perfect', '23', 'flash', 'sky', 'amazing', 'pct', 'better', 'finally', 'advisories', 'degrees', 'pretty', 'watching', 'east', 'lake', 'hope', 'southwest', 'good', 'hit', '69mph', 'freezing', 'mph', 'mention', 'feels', 'vegas', 'sunny', 'report', 'world', 'day', 'cool', 'county', 'cooler', 'morning', 'bad', 'night', 'river', 'enjoy', '92mph', 'fair', 'people', 'spring', 'national', 'hail', 'warmer', 'year', 'home', '80', 'humidity', 'saturday', 'mdt', 'blue', '00', 'chicago', 'forecast', 'current', 'fog', '46mph', 'nmwx', 'conditions', 'glasgow', '24', 'degree', '188xb0c', 'friday', '35mph', 'albuquerque', 'free', 'update', 'water', 'southeast', 'wear', 'news', 'stay', 'earthquake', 'change', 'wx', 'm0zif', 'great', '38', 'ok', 'getting', '00mph', 'la', 'days', 'weathercom', 'statement', 'afternoon', 'w', 'south', 'gorgeous', 'outlook', 'love', 'blizzard', 'feel', 'tuesday', 'walk', 'down', '62', 'weather', 'been', 'rain000', 'lovely', 'open', 'tomorrow', 'city', 'mississippi', 'service', 'area', 'west', 'due', 'lol', 'sunday', 'start', 'live', '2', 'storm', 'house', 'northwest', 'wait', 'today', 'pm', 'expiring', 'north', '58mph', 'inches', 'shorts', 'fire', 'season', 'sunshine', 'c', '60', 'heat', 'warm', 'foggy', 'memphis', '11', '10', 'enjoying', 'nmfire', 'temp', 'f', 'work', 'n', 'evening', 'skies', 'happy', 'flooding', 'beautiful', 'crazy', 'san', 'awesome', 'tonight', 'cant', 'warning', 'ready', 'texas', 'check', 'high', 'az', 'chilly', 'alerts', 'snow', 'flood', 'hot', '5', 'qth', 'hum', 'beach', 'channel', 'nice', 'week', 'http', 'monday', 'watch', 'effect', 'rain', 'alert', 'fb', '000', 'gonna', '70', 'weekend', 'pool', 'man', 'e', 'clear', 'game', 'antonio', 'severe', 'time', 'wind'
18,0,'summer', ':(', ':)', 'nws', 'issued', 'soon', 'cdt', 'bring', 'windy', 'sleep', 'edt', 'winds', 'cold', 'hate', 'perfect', 'storms', 'sunday', 'better', 'finally', 'air', 'degrees', '4', 'pretty', 'bout', 'enjoying', 'hope', 'southwest', 'good', 'hit', 'watching', 'big', 'watch', 'gonna', 'da', 'mention', 'feels', 'sunny', 'world', 'bit', 'day', 'cool', 'county', 'school', 'clouds', 'd', 'cloudy', 'morning', 'bad', 'night', 'enjoy', 'fair', 'people', 'fucking', 'spring', 'national', 'yeah', 'hail', 'warmer', 'year', 'home', '80', 'humidity', 'saturday', 'best', 'sun', 'wow', 'forecast', 'current', '3', 'smh', 'conditions', 'supposed', 'ass', 'aint', 'run', '10', 'degree', 'friday', 'yesterday', 'water', 'southeast', 'wear', 'news', '100', 'change', 'wait', 'dry', 'great', 'ok', 'getting', '00mph', 'god', 'days', 'amazing', 'chilly', 'afternoon', 'w', 'joplin', 'wanna', 'south', 'gorgeous', 'already', 'love', 'feel', '70', 'walk', 'down', 'weather', 'lol', 'open', 'tomorrow', 'city', 'long', 'service', 'area', 'west', 'due', 'been', 'start', 'live', '2', 'damn', 'storm', 'house', 'lovely', 'today', 'happy', 'expiring', 'life', 'north', 'shorts', 'sunshine', 'haha', 'c', 'heat', 'warm', '90', 'glad', 'high', 'east', 'temp', 'f', 'car', 'gotta', 'work', 'bed', 'n', 'texas', 'fun', 'making', 'pm', 'didnt', 'beautiful', 'crazy', 'san', 'park', 'awesome', 'fuck', 'tonight', 'cant', 'warning', 'showers', 'ready', 'partly', 'check', 'shit', 'rainy', 'end', 'winter', 'snow', '1', 'loving', 'hot', '5', 'skies', 'beach', 'channel', 'nice', 'week', 'monday', 'tornado', 'freezing', 'thunderstorm', 'rain', 'stay', 'chance', 'moving', 'mph', 'coming', 'thunder', 'weekend', 'pool', 'man', 'e', 'game', 'severe', 'time', 'thunderstorms', 'wind', 'fb'
